Isotope_Sample_ID,Transect,Segment,Recipient,Plant_ID,Gen,Sequence,Donor,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FLR_P,skel_weight_mg,Closed_fruits_F,Open_fruits_F,ALL_filled_seeds,Total_fruits_F,Mean_Seeds_per_Fruit,Estimated_Fecundity,Mean_Seed_Mass_mg,Corolla_Diameter_mm,Photo_date,Leaf_area_mm2,Leaf_dry_weight_mg,Specific_leaf_area,d13,Total_C_µg,Sample_Weight_mg
BO_177-G1-001-15R-2,1,15R,BO_177,2,G1,15,BO_153,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,2023-05-17,NA,0,0,0,0,0,0,NA,18.816,2023-05-17,NA,NA,NA,NA,NA,NA
BO_177-G1-003-5L-5,3,5L,BO_177,5,G1,76,BO_153,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,2023-04-21,7.7,0,1,0,1,0,0,NA,16.314,2023-04-21,NA,NA,NA,-30.27,453.18,1.26
BO_177-G1-005-23L-5,5,23L,BO_177,5,G1,147,BO_153,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,NA,NA,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BO_177-G2-0010-25R-2,10,25R,BO_177,2,G2,304,BO_153,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2023-04-21,1.45,0,1,0,1,0,0,NA,23.16,2023-04-21,41,1.68,24.404761904761905,NA,NA,NA
BO_180-G1-0010-29R-3,10,29R,BO_180,3,G1,308,BO_168,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,NA,2.62,0,0,0,0,0,0,NA,NA,NA,11.394,0.61,18.678688524590164,NA,NA,NA
BO_180-G1-003-14L-4,3,14L,BO_180,4,G1,85,BO_168,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,22.16,0,7,0,7,0,0,NA,20.565,2023-05-05,NA,NA,NA,-30.03,1473.21,4.06
BO_180-G1-004-10L-5,4,10L,BO_180,5,G1,107,BO_168,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,NA,2,0,3,2,1.5,3,3.993333333,20.222,2023-05-05,NA,NA,NA,-30.13,770.17,2.12
BO_180-G2-0010-12L-1,10,12L,BO_180,1,G2,291,BO_168,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,NA,0,2,0,2,0,0,NA,19.696,2023-05-05,34.176,2.02,16.91881188118812,NA,NA,NA
BO_182-G1-006-4R-5,6,4R,BO_182,5,G1,172,BO_101,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,2023-05-17,9.98,2,0,1,2,0.5,1,1.84,22.379,2023-05-17,18.282,1.14,16.03684210526316,-28.94,638.35,1.44
BO_184-G1-0010-26L-5,10,26L,BO_184,5,G1,305,BO_070,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,3.53,0,1,0,1,0,0,NA,21.653,2023-05-05,15.739,0.99,15.897979797979799,NA,NA,NA
BO_184-G1-0010-4R-5,10,4R,BO_184,5,G1,283,BO_070,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2023-04-21,25.74,2,1,3,3,1.5,4.5,6.9075,NA,NA,24.551,2.23,11.009417040358743,NA,NA,NA
BO_184-G1-005-12L-5,5,12L,BO_184,5,G1,136,BO_070,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,NA,3.1,1,0,2,1,2,2,2.17,NA,NA,NA,NA,NA,NA,NA,NA
BO_184-G2-0010-2L-3,10,2L,BO_184,3,G2,281,BO_070,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-06-15,41,NA,NA,3,0,7,3,2.333333333,7,6.0475,NA,NA,46.509,3.66,12.707377049180327,NA,NA,NA
BO_185-G1-006-1R-3,6,1R,BO_185,3,G1,169,BO_149,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,2023-05-05,86.68,10,0,20,10,2,20,5.213137255,39.359,2023-05-05,NA,NA,NA,-30.08,625.8,2.35
BO_186-G1-0010-18R-4,10,18R,BO_186,4,G1,297,BO_073,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,10.76,3,2,3,5,1,5,4.423333333,22.175,2023-05-05,29.508,1.59,18.558490566037733,NA,NA,NA
BO_186-G1-009-23L-1,9,23L,BO_186,1,G1,272,BO_073,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,12.96,2,0,3,2,1.5,3,4.38,29.089,2023-05-05,29.41,1.77,16.615819209039547,-30.37,1574.73,4.49
BO_189-G1-001-17L-4,1,17L,BO_189,4,G1,17,BO_201,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,2023-05-17,NA,1,0,4,1,4,4,4.8,31.615,2023-05-17,NA,NA,NA,-27.58,1218.98,4.26
BO_190-G1-001-22R-5,1,22R,BO_190,5,G1,22,BO_029,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,33.18,2,0,2,2,1,2,6.785,30.025,2023-05-05,NA,NA,NA,-28.51,1605.03,4.85
BO_190-G2-006-26L-1,6,26L,BO_190,1,G2,193,BO_029,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,NA,NA,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
BO_191-G2-006-7L-1,6,7L,BO_191,1,G2,175,BO_106,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2023-05-05,1.59,1,0,0,1,0,0,NA,19.733,2023-05-05,NA,NA,NA,NA,NA,NA
BO_195-G1-009-20R-3,9,20R,BO_195,3,G1,269,BO_143,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,NA,5.82,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-28.97,326.26,1.51
BO_198-G1-007-15R-2,7,15R,BO_198,2,G1,213,BO_183,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2023-04-21,17.05,6,1,15,7,2.5,17.5,3.748666667,NA,NA,34.653,1.85,18.73135135135135,-29.6,1257.18,4
BO_199-G1-004-27L-1,4,27L,BO_199,1,G1,124,BO_201,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-01,15,2023-05-17,35.57,5,1,12,6,2.4,14.4,3.674166667,27.038,2023-05-17,NA,NA,NA,-28.98,1432.41,3.84
BO_199-G1-006-13L-1,6,13L,BO_199,1,G1,181,BO_201,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,2023-04-21,75.38,10,0,27,10,2.7,27,6.139444444,28.646,2023-04-21,37.45,3.64,10.288461538461538,-28.74,1046.36,3.43
BO_199-G2-0010-3R-3,10,3R,BO_199,3,G2,282,BO_201,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,NA,NA,0,1,0,1,0,0,NA,NA,NA,15.982,1.43,11.176223776223777,NA,NA,NA
BO_201-G1-006-17L-1,6,17L,BO_201,1,G1,185,BO_069,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,2023-05-17,NA,5,1,8,6,1.6,9.6,5.37375,22.715,2023-05-17,40.279,3.67,10.975204359673025,NA,NA,NA
BO_201-G2-002-10R-4,2,10R,BO_201,4,G2,50,BO_069,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,NA,2.04,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-29.54,475.15,1.94
BO_201-G2-003-16L-4,3,16L,BO_201,4,G2,87,BO_069,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,2023-05-05,NA,0,1,0,1,0,0,NA,27.07,2023-05-05,NA,NA,NA,NA,NA,NA
